Gene,Contrast,Estimate,Pr(>|t|),FDR
CDK2,Brain - Breast,-0.4538151,0.775430092,0.945998247
MPV17,Brain - Breast,0.466019015,0.775130602,0.945998247
TAL1,Brain - Breast,0.271065047,0.774330454,0.945998247
CHAF1A,Brain - Breast,0.473320313,0.775349764,0.945998247
ANLN,Brain - Breast,0.459151344,0.774782789,0.945998247
NMT1,Brain - Breast,0.489220562,0.775325613,0.945998247
AGR2,Brain - Breast,-0.58511623,0.775551597,0.945998247
SOX4,Brain - Breast,0.203133518,0.775251074,0.945998247
SWAP70,Brain - Breast,-0.539161332,0.774691218,0.945998247
RASL10A,Brain - Breast,-0.388094581,0.777764618,0.946412558
TPST2,Brain - Breast,-0.488735814,0.776215885,0.946412558
MATR3,Brain - Breast,0.31645192,0.776635721,0.946412558
ZNF208,Brain - Breast,-0.153926367,0.777359082,0.946412558
RPS6KA4,Brain - Breast,-0.346716787,0.777220271,0.946412558
POLR2D,Brain - Breast,0.455829952,0.776403594,0.946412558
SMAD4,Brain - Breast,-0.341774724,0.776822709,0.946412558
PSD4,Brain - Breast,0.555413864,0.777737804,0.946412558
OSGEP,Brain - Breast,-0.482323361,0.777377827,0.946412558
RBM28,Brain - Breast,0.451397613,0.777179247,0.946412558
TRAPPC11,Brain - Breast,-0.432841823,0.776576603,0.946412558
GSDMD,Brain - Breast,0.50569961,0.777297354,0.946412558
ZNF141,Brain - Breast,-0.460415394,0.777643196,0.946412558
CACYBP,Brain - Breast,0.357051542,0.776437557,0.946412558
TAF11,Brain - Breast,-0.520181906,0.778694826,0.946578572
GNB1,Brain - Breast,-0.056848611,0.778410765,0.946578572
MAPKAPK2,Brain - Breast,-0.162898807,0.778498741,0.946578572
CRKL,Brain - Breast,-0.354529884,0.778277309,0.946578572
CPT1A,Brain - Breast,0.495736861,0.778569308,0.946578572
UBE2NL,Brain - Breast,-0.49788022,0.778310002,0.946578572
PCCA,Brain - Breast,-0.470573973,0.779387466,0.946624214
STK11,Brain - Breast,-0.302387812,0.779703421,0.946624214
CDK3,Brain - Breast,-0.46093742,0.779826954,0.946624214
NDUFA6,Brain - Breast,-0.374350521,0.779923095,0.946624214
TMEM11,Brain - Breast,-0.20958761,0.77890571,0.946624214
MSTO1,Brain - Breast,0.466063836,0.779317485,0.946624214
BRK1,Brain - Breast,0.164624042,0.779538493,0.946624214
FAM47B,Brain - Breast,-0.351963674,0.779344534,0.946624214
STBD1,Brain - Breast,0.201923015,0.779860508,0.946624214
METTL5,Brain - Breast,0.310335725,0.780454531,0.946671548
KRCC1,Brain - Breast,-0.455533847,0.780491329,0.946671548
BTBD10,Brain - Breast,-0.429973464,0.780110339,0.946671548
NPIPB3,Brain - Breast,0.160957016,0.780334901,0.946671548
DCN,Brain - Breast,-0.186654895,0.78081532,0.946743537
EMC6,Brain - Breast,-0.447626383,0.780811122,0.946743537
ETS2,Brain - Breast,0.39147385,0.781289453,0.947002775
TSPAN13,Brain - Breast,-0.262733479,0.781293834,0.947002775
CLUH,Brain - Breast,-0.444969243,0.781730594,0.947211245
TIMM23,Brain - Breast,0.427530612,0.781718082,0.947211245
OBSL1,Brain - Breast,0.435587909,0.782136624,0.947471763
JPT2,Brain - Breast,-0.272637254,0.782268076,0.947471763
SCFD2,Brain - Breast,0.382745629,0.782342862,0.947471763
PPP2CB,Brain - Breast,-0.192402064,0.78300117,0.948108542
BTG2,Brain - Breast,-0.276758221,0.783568841,0.948635373
EXOC5,Brain - Breast,-0.353795384,0.783747006,0.948690548
LTBP2,Brain - Breast,0.345879147,0.784163221,0.94880759
ATP5MC3,Brain - Breast,-0.153431368,0.784241522,0.94880759
FUS,Brain - Breast,0.143405615,0.784019653,0.94880759
PRKCSH,Brain - Breast,-0.233242604,0.784740896,0.949090789
WDR43,Brain - Breast,0.462613875,0.784677147,0.949090789
NCF2,Brain - Breast,0.492349483,0.785014342,0.949178598
ATG12,Brain - Breast,-0.44821011,0.785078818,0.949178598
LMNA,Brain - Breast,-0.244540372,0.785399071,0.949405365
USP37,Brain - Breast,-0.513048115,0.785679949,0.949584466
CENPA,Brain - Breast,-0.403460042,0.786098711,0.949769719
RAVER1,Brain - Breast,0.434838371,0.786095721,0.949769719
GTPBP2,Brain - Breast,-0.350178488,0.786324352,0.949881942
ESD,Brain - Breast,-0.356370484,0.786573228,0.950022188
ABR,Brain - Breast,-0.320282635,0.787506905,0.950347766
NREP,Brain - Breast,-0.323399583,0.787095699,0.950347766
PLEKHA3,Brain - Breast,-0.455582996,0.787402743,0.950347766
CNP,Brain - Breast,-0.341971062,0.787269146,0.950347766
CKLF,Brain - Breast,-0.307501823,0.787267924,0.950347766
IMPDH2,Brain - Breast,-0.368033005,0.788437036,0.950627371
RNF166,Brain - Breast,0.41773937,0.788962958,0.950627371
ARIH2,Brain - Breast,0.383277771,0.789200082,0.950627371
C6orf47,Brain - Breast,0.460600842,0.788573106,0.950627371
CYREN,Brain - Breast,0.384928152,0.789117696,0.950627371
MCMBP,Brain - Breast,0.419357977,0.78829043,0.950627371
PTGES2,Brain - Breast,-0.502524394,0.789040465,0.950627371
UTP23,Brain - Breast,0.470833067,0.789021073,0.950627371
SLC41A1,Brain - Breast,0.305000193,0.788219728,0.950627371
SNRPN,Brain - Breast,-0.370848229,0.789025733,0.950627371
UPK3BL1,Brain - Breast,0.210142849,0.787950551,0.950627371
RRN3,Brain - Breast,-0.362123219,0.789464371,0.950785655
AP2A1,Brain - Breast,0.367222388,0.789734406,0.950950804
PIP5K1A,Brain - Breast,0.429800759,0.790842842,0.950967981
SP9,Brain - Breast,-0.380183856,0.7906114,0.950967981
HSPE1,Brain - Breast,-0.149599738,0.790705292,0.950967981
SAP30BP,Brain - Breast,-0.372355076,0.790860625,0.950967981
FRYL,Brain - Breast,0.343844689,0.790003845,0.950967981
LSM8,Brain - Breast,-0.414265745,0.790164164,0.950967981
MAP7D1,Brain - Breast,-0.337255484,0.790944857,0.950967981
DDX50,Brain - Breast,0.269338981,0.790174773,0.950967981
CHURC1,Brain - Breast,-0.429220645,0.79048602,0.950967981
AP3S1,Brain - Breast,-0.197504144,0.791678989,0.951084638
IMMT,Brain - Breast,-0.303291306,0.791521667,0.951084638
FAM8A1,Brain - Breast,-0.418974248,0.791706514,0.951084638
KIF12,Brain - Breast,-0.527244744,0.791568972,0.951084638
IRF2BP2,Brain - Breast,-0.231053222,0.791539213,0.951084638
MSMO1,Brain - Breast,-0.442668216,0.792614372,0.951261538
FOXC1,Brain - Breast,-0.461556089,0.792504425,0.951261538
BST2,Brain - Breast,-0.066742451,0.792651473,0.951261538
NUP93,Brain - Breast,0.479200597,0.792534978,0.951261538
NBL1,Brain - Breast,-0.07705673,0.79241483,0.951261538
MIF,Brain - Breast,0.152831472,0.792537346,0.951261538
BSCL2,Brain - Breast,-0.457660943,0.793617063,0.951970333
MAPK13,Brain - Breast,0.401833306,0.793682566,0.951970333
AGO2,Brain - Breast,0.291435282,0.793774284,0.951970333
DESI1,Brain - Breast,-0.375576328,0.793567065,0.951970333
ARHGAP32,Brain - Breast,0.40207477,0.794549261,0.952092061
REEP2,Brain - Breast,-0.366253078,0.794674184,0.952092061
CLN8,Brain - Breast,-0.382053912,0.794354418,0.952092061
TMUB2,Brain - Breast,-0.416480578,0.7941701,0.952092061
FGD3,Brain - Breast,0.401307307,0.794420854,0.952092061
DAGLB,Brain - Breast,-0.459277649,0.79463281,0.952092061
HEXA,Brain - Breast,-0.256447086,0.795302785,0.952102523
GLE1,Brain - Breast,-0.394023694,0.803140993,0.952102523
NARF,Brain - Breast,0.414214618,0.796859962,0.952102523
MYSM1,Brain - Breast,0.351268644,0.79940262,0.952102523
GPR89A,Brain - Breast,-0.326324679,0.803648997,0.952102523
NHLH2,Brain - Breast,0.354101512,0.800756548,0.952102523
LIMA1,Brain - Breast,0.272518288,0.798810122,0.952102523
LSM14A,Brain - Breast,-0.260903229,0.797594319,0.952102523
C1QC,Brain - Breast,0.1216971,0.801770613,0.952102523
FZR1,Brain - Breast,-0.413895471,0.803410793,0.952102523
ANPEP,Brain - Breast,-0.330217567,0.802647595,0.952102523
MFSD5,Brain - Breast,-0.390613536,0.796906477,0.952102523
TMEM128,Brain - Breast,-0.406231014,0.798570892,0.952102523
SHFL,Brain - Breast,-0.214033359,0.79994729,0.952102523
CTBP2,Brain - Breast,0.136423638,0.801557339,0.952102523
PDK1,Brain - Breast,-0.434789892,0.798101853,0.952102523
SKI,Brain - Breast,0.271827918,0.798062189,0.952102523
UBE2B,Brain - Breast,-0.179493659,0.796963384,0.952102523
DEGS1,Brain - Breast,0.277160619,0.796614473,0.952102523
CASP3,Brain - Breast,-0.368564815,0.801870677,0.952102523
MLLT3,Brain - Breast,0.458946889,0.799334976,0.952102523
DHRS3,Brain - Breast,0.327495535,0.80329949,0.952102523
MAP4K4,Brain - Breast,0.279796782,0.802676222,0.952102523
SLC27A4,Brain - Breast,0.333987435,0.802804709,0.952102523
RNF103,Brain - Breast,-0.354706493,0.79701105,0.952102523
MT1G,Brain - Breast,0.491121738,0.800556553,0.952102523
CEPT1,Brain - Breast,0.33545201,0.797453795,0.952102523
VCP,Brain - Breast,-0.185759075,0.800927071,0.952102523
MMD,Brain - Breast,-0.400350331,0.799220329,0.952102523
PDCD6,Brain - Breast,-0.260093068,0.801253728,0.952102523
KNTC1,Brain - Breast,0.374345777,0.802014496,0.952102523
EFR3A,Brain - Breast,-0.1724919,0.803674977,0.952102523
KATNIP,Brain - Breast,0.380737478,0.801342584,0.952102523
TUT4,Brain - Breast,-0.450706633,0.801871164,0.952102523
ADARB1,Brain - Breast,-0.32758054,0.802339354,0.952102523
STYXL1,Brain - Breast,-0.476607256,0.795426447,0.952102523
LRRFIP2,Brain - Breast,-0.294917109,0.799787719,0.952102523
PACS1,Brain - Breast,-0.37717802,0.797277836,0.952102523
RBM23,Brain - Breast,-0.313898825,0.796692894,0.952102523
KMT2E,Brain - Breast,-0.280819698,0.799023502,0.952102523
SH3GLB2,Brain - Breast,0.352915746,0.797192256,0.952102523
OLFML3,Brain - Breast,0.183864211,0.801086846,0.952102523
RIC1,Brain - Breast,0.408498046,0.802446654,0.952102523
HS1BP3,Brain - Breast,0.413456731,0.798769325,0.952102523
MFSD1,Brain - Breast,0.23771271,0.802628766,0.952102523
C1orf115,Brain - Breast,0.409078007,0.803586289,0.952102523
LZIC,Brain - Breast,-0.45804546,0.797877229,0.952102523
INF2,Brain - Breast,-0.30247739,0.795046625,0.952102523
LRG1,Brain - Breast,0.474984271,0.800224952,0.952102523
DTD1,Brain - Breast,-0.313966757,0.800624595,0.952102523
MED22,Brain - Breast,0.373328086,0.801838978,0.952102523
TARBP2,Brain - Breast,-0.404617399,0.796213123,0.952102523
POLR3H,Brain - Breast,-0.409828636,0.803238544,0.952102523
RPP25L,Brain - Breast,-0.453411061,0.795405566,0.952102523
SPRED1,Brain - Breast,-0.316946391,0.79661527,0.952102523
PPFIA1,Brain - Breast,0.322677014,0.796419424,0.952102523
ZNF598,Brain - Breast,-0.452525393,0.801356484,0.952102523
SERTAD3,Brain - Breast,-0.313323957,0.797120737,0.952102523
MSI2,Brain - Breast,0.257079036,0.801224623,0.952102523
COMT,Brain - Breast,0.316502086,0.802714521,0.952102523
DPM3,Brain - Breast,0.436554253,0.799978615,0.952102523
ANKRD30BL,Brain - Breast,-0.402171931,0.800468096,0.952102523
FMR1,Brain - Breast,0.449435162,0.803179366,0.952102523
INTS11,Brain - Breast,-0.450943797,0.800008871,0.952102523
JPT1,Brain - Breast,-0.336178694,0.80373155,0.952102523
TTC1,Brain - Breast,-0.391665369,0.79767113,0.952102523
AGK,Brain - Breast,-0.393340992,0.799191801,0.952102523
CCL3,Brain - Breast,0.328173593,0.795873245,0.952102523
KANSL3,Brain - Breast,0.409801975,0.80460381,0.952740268
SBNO2,Brain - Breast,-0.424057107,0.804802541,0.952740268
ARHGAP21,Brain - Breast,-0.34793328,0.804700687,0.952740268
CHMP4B,Brain - Breast,-0.207439819,0.804692323,0.952740268
TRAPPC8,Brain - Breast,-0.463384518,0.805171189,0.953019001
UBAP2,Brain - Breast,-0.467936996,0.80581982,0.95362898
IDNK,Brain - Breast,-0.420304883,0.806046411,0.953739386
C1QB,Brain - Breast,0.09619858,0.806311726,0.953895569
PSMB2,Brain - Breast,-0.290827778,0.806671773,0.954163752
SSBP1,Brain - Breast,-0.346962234,0.807081811,0.954240125
CIR1,Brain - Breast,-0.42878811,0.807136441,0.954240125
P3H4,Brain - Breast,0.446305992,0.807010189,0.954240125
A2M,Brain - Breast,-0.210207913,0.809048221,0.954442028
KLC2,Brain - Breast,-0.282009301,0.810901447,0.954442028
ATXN7L3B,Brain - Breast,-0.302705189,0.809522251,0.954442028
TMEM67,Brain - Breast,0.440835047,0.808676927,0.954442028
PIEZO1,Brain - Breast,-0.32665457,0.80859344,0.954442028
PLS3,Brain - Breast,-0.402988908,0.809798411,0.954442028
CASP8,Brain - Breast,0.38192826,0.81077696,0.954442028
RNPS1,Brain - Breast,-0.129267242,0.807979495,0.954442028
CTNND1,Brain - Breast,0.281553017,0.811042283,0.954442028
LBR,Brain - Breast,-0.364858655,0.807885584,0.954442028
PLCG1,Brain - Breast,-0.313326435,0.810763074,0.954442028
DDX21,Brain - Breast,-0.312142084,0.810094251,0.954442028
TMOD3,Brain - Breast,-0.2945477,0.80966292,0.954442028
SUZ12,Brain - Breast,0.349332082,0.810531367,0.954442028
UBA6,Brain - Breast,-0.365111842,0.810183952,0.954442028
PGM2,Brain - Breast,0.445243873,0.808668945,0.954442028
GOLPH3,Brain - Breast,0.248467811,0.809325981,0.954442028
DNAJC5,Brain - Breast,0.261596669,0.81100619,0.954442028
MRPL38,Brain - Breast,-0.329854037,0.810065639,0.954442028
ABHD13,Brain - Breast,-0.459435943,0.808001878,0.954442028
UBQLN1,Brain - Breast,0.264156415,0.809136388,0.954442028
NAA15,Brain - Breast,0.338386566,0.809060246,0.954442028
HIGD2A,Brain - Breast,0.209800504,0.807539004,0.954442028
PPP4R2,Brain - Breast,-0.290697471,0.810226951,0.954442028
AP3S2,Brain - Breast,0.377921423,0.810669862,0.954442028
RNFT1,Brain - Breast,-0.376860888,0.810716265,0.954442028
YARS1,Brain - Breast,0.323675171,0.810302019,0.954442028
ZNF723,Brain - Breast,-0.124479564,0.809581127,0.954442028
KIAA1671,Brain - Breast,0.418139968,0.811599691,0.954882292
PARP1,Brain - Breast,-0.301666191,0.811816769,0.954882292
PTPRS,Brain - Breast,0.302504384,0.811816198,0.954882292
REX1BD,Brain - Breast,0.22054681,0.8126821,0.955456245
LATS1,Brain - Breast,0.289095541,0.812959912,0.955456245
USP24,Brain - Breast,0.422910438,0.813373024,0.955456245
WDR48,Brain - Breast,0.349281304,0.813155945,0.955456245
ESAM,Brain - Breast,0.433804937,0.812856825,0.955456245
SLC39A3,Brain - Breast,0.338373886,0.813143663,0.955456245
C2orf69,Brain - Breast,-0.380541687,0.81324505,0.955456245
GHITM,Brain - Breast,0.408362044,0.812674128,0.955456245
YWHAB,Brain - Breast,-0.315928863,0.813809525,0.955655203
ING5,Brain - Breast,-0.380591238,0.813726512,0.955655203
ACAT1,Brain - Breast,-0.410019284,0.814162108,0.955723237
SENP7,Brain - Breast,-0.373152104,0.814595255,0.955723237
NKTR,Brain - Breast,-0.365655403,0.814411748,0.955723237
PKP3,Brain - Breast,0.425617524,0.814467063,0.955723237
AGAP3,Brain - Breast,0.34637607,0.814500199,0.955723237
DEPDC1,Brain - Breast,-0.363821086,0.814668906,0.955723237
PRKRA,Brain - Breast,-0.373217514,0.81480943,0.955731389
DUT,Brain - Breast,-0.254158871,0.815079697,0.955891696
ATRX,Brain - Breast,0.040344847,0.815521546,0.956096454
ORAI3,Brain - Breast,0.350502203,0.815450037,0.956096454
PRPS1,Brain - Breast,-0.395815312,0.815944276,0.956278672
DCAF11,Brain - Breast,-0.363089209,0.815908807,0.956278672
PDHB,Brain - Breast,-0.363213243,0.81610044,0.956292557
MYO15B,Brain - Breast,0.28336223,0.816223431,0.956292557
OSGIN2,Brain - Breast,0.357419416,0.816411192,0.95635594
LONP1,Brain - Breast,0.319786932,0.81679043,0.956643563
MKNK2,Brain - Breast,-0.245419326,0.817027265,0.956679393
YTHDF3,Brain - Breast,-0.202556797,0.817088438,0.956679393
MT1A,Brain - Breast,-0.384113844,0.817663263,0.957195786
RAD9A,Brain - Breast,0.386984782,0.81814534,0.95747067
CCSER2,Brain - Breast,-0.312668815,0.818165713,0.95747067
HBS1L,Brain - Breast,-0.295511087,0.818855417,0.957807832
H1-7,Brain - Breast,-0.133742963,0.818740586,0.957807832
LSR,Brain - Breast,-0.3102347,0.81863018,0.957807832
ALCAM,Brain - Breast,0.316688557,0.819413158,0.958303554
EXOC4,Brain - Breast,0.253104959,0.820145783,0.958450351
UBE2G2,Brain - Breast,0.228035274,0.820713171,0.958450351
APOD,Brain - Breast,-0.405649459,0.820807124,0.958450351
MZF1,Brain - Breast,-0.378987874,0.821298422,0.958450351
CAMKK2,Brain - Breast,0.39701864,0.821339021,0.958450351
GNA12,Brain - Breast,0.386488177,0.820724121,0.958450351
DCAF12,Brain - Breast,0.113286287,0.821681964,0.958450351
THUMPD1,Brain - Breast,-0.405555388,0.821071855,0.958450351
SLC8A1,Brain - Breast,-0.328862989,0.821657528,0.958450351
GPBP1L1,Brain - Breast,0.23540727,0.82053673,0.958450351
DCAKD,Brain - Breast,-0.362974269,0.820896099,0.958450351
COASY,Brain - Breast,-0.360148234,0.820346392,0.958450351
H4C6,Brain - Breast,-0.312085908,0.820358622,0.958450351
MT1E,Brain - Breast,-0.415142486,0.82159377,0.958450351
RHOT2,Brain - Breast,0.384541182,0.820277534,0.958450351
NBPF12,Brain - Breast,0.123917478,0.821036701,0.958450351
GEMIN7,Brain - Breast,-0.285638646,0.822098793,0.958509264
NRDC,Brain - Breast,-0.247416112,0.822268325,0.958509264
TEAD2,Brain - Breast,-0.358226284,0.822216535,0.958509264
NOTCH4,Brain - Breast,-0.314457799,0.822240387,0.958509264
TRIP11,Brain - Breast,-0.276147668,0.82266295,0.958813065
DNAH14,Brain - Breast,-0.407805307,0.823074948,0.959137012
COPB1,Brain - Breast,-0.26488689,0.823259145,0.959195438
TBC1D2B,Brain - Breast,0.335580465,0.823500413,0.959320328
ZNF32,Brain - Breast,0.30398615,0.825167525,0.959405201
POLR2H,Brain - Breast,-0.329823864,0.824941438,0.959405201
CSNK1G2,Brain - Breast,-0.306755546,0.824569721,0.959405201
PWP1,Brain - Breast,-0.293029024,0.825316424,0.959405201
RCBTB1,Brain - Breast,0.380769772,0.824953628,0.959405201
MTFR1L,Brain - Breast,-0.355446099,0.824996023,0.959405201
NT5DC2,Brain - Breast,-0.310046945,0.824983288,0.959405201
GAL3ST4,Brain - Breast,0.390539889,0.825257254,0.959405201
FKBP2,Brain - Breast,-0.219545799,0.824619495,0.959405201
PANK2,Brain - Breast,-0.338856294,0.824016861,0.959405201
BRMS1,Brain - Breast,0.301319998,0.824774655,0.959405201
DDX23,Brain - Breast,-0.350404126,0.82427505,0.959405201
TBC1D12,Brain - Breast,0.273959465,0.824106964,0.959405201
CTDP1,Brain - Breast,0.325862017,0.825487006,0.959433907
GALNT10,Brain - Breast,-0.310735214,0.825609303,0.959433907
PCF11,Brain - Breast,0.305017453,0.826128549,0.959881418
NFIA,Brain - Breast,-0.409723366,0.826533035,0.960039589
PJA2,Brain - Breast,0.3047754,0.826473346,0.960039589
ZNF436,Brain - Breast,0.316143123,0.827654401,0.960567888
FBXO28,Brain - Breast,-0.408295148,0.828359708,0.960567888
DMAC2,Brain - Breast,-0.32716638,0.828859417,0.960567888
SLC39A1,Brain - Breast,0.184074067,0.827711299,0.960567888
SFXN1,Brain - Breast,-0.367340701,0.828968685,0.960567888
KDR,Brain - Breast,-0.334767328,0.828390322,0.960567888
PSMB7,Brain - Breast,0.111894046,0.828750204,0.960567888
COX8A,Brain - Breast,-0.044767657,0.828268251,0.960567888
PABPN1,Brain - Breast,-0.115555869,0.828972136,0.960567888
FOXG1,Brain - Breast,-0.342394391,0.829001636,0.960567888
TARBP1,Brain - Breast,0.322252649,0.827643323,0.960567888
PCMTD2,Brain - Breast,0.302653953,0.828042815,0.960567888
NIBAN2,Brain - Breast,-0.231500456,0.827423156,0.960567888
MLX,Brain - Breast,-0.364465306,0.828064221,0.960567888
PLCB3,Brain - Breast,0.309845262,0.828889662,0.960567888
POLR3E,Brain - Breast,-0.346925884,0.829161079,0.960597072
ARHGEF12,Brain - Breast,0.337669434,0.829523012,0.960705269
PPP1R37,Brain - Breast,-0.35344124,0.829423103,0.960705269
TRIP12,Brain - Breast,-0.149401696,0.829715994,0.960773254
MPHOSPH6,Brain - Breast,0.276426785,0.830055389,0.960855252
COLGALT1,Brain - Breast,-0.168572299,0.830023756,0.960855252
RAB7A,Brain - Breast,-0.160532907,0.830197125,0.960863868
TM2D2,Brain - Breast,-0.273068531,0.83105937,0.961458107
NDUFS3,Brain - Breast,0.324526367,0.831248057,0.961458107
SCD,Brain - Breast,-0.201891759,0.831159492,0.961458107
MIB1,Brain - Breast,-0.336759464,0.830868639,0.961458107
GALT,Brain - Breast,-0.26388346,0.832328456,0.961898602
ABI1,Brain - Breast,0.325540233,0.832331625,0.961898602
KDM5A,Brain - Breast,0.235022637,0.831921507,0.961898602
TKT,Brain - Breast,-0.268651974,0.833443271,0.961898602
ACO2,Brain - Breast,0.319862061,0.834002236,0.961898602
SMARCD2,Brain - Breast,-0.38494669,0.834586516,0.961898602
MORF4L2,Brain - Breast,-0.155793715,0.833497447,0.961898602
ARAF,Brain - Breast,-0.32447576,0.834341071,0.961898602
CSNK1D,Brain - Breast,0.239369026,0.832226255,0.961898602
LRP3,Brain - Breast,-0.290036292,0.833780458,0.961898602
PSMD4,Brain - Breast,-0.333670668,0.834025945,0.961898602
MBD2,Brain - Breast,-0.211813964,0.833510552,0.961898602
