"","DSP-1001660005648-A-C05.dcc","DSP-1001660005648-A-C06.dcc","DSP-1001660005648-A-C07.dcc","DSP-1001660005648-A-C08.dcc","DSP-1001660005648-A-C10.dcc","DSP-1001660005648-A-C12.dcc","DSP-1001660005648-A-D01.dcc","DSP-1001660005648-A-D02.dcc","DSP-1001660005648-A-D03.dcc","DSP-1001660005648-A-D04.dcc","DSP-1001660005648-A-D05.dcc","DSP-1001660005648-A-D06.dcc","DSP-1001660005648-A-D07.dcc","DSP-1001660005648-A-D08.dcc","DSP-1001660005648-A-D09.dcc","DSP-1001660005648-A-D10.dcc","DSP-1001660005648-A-E01.dcc","DSP-1001660005648-A-E02.dcc","DSP-1001660005648-A-E03.dcc","DSP-1001660005648-A-E04.dcc","DSP-1001660005648-A-E06.dcc","DSP-1001660005648-A-E07.dcc","DSP-1001660005649-B-B11.dcc","DSP-1001660005649-B-B12.dcc","DSP-1001660005649-B-C01.dcc","DSP-1001660005649-B-C02.dcc","DSP-1001660005649-B-C05.dcc","DSP-1001660005649-B-C06.dcc","DSP-1001660005649-B-C07.dcc","DSP-1001660005649-B-C08.dcc","DSP-1001660005649-B-C09.dcc","DSP-1001660005649-B-C12.dcc","DSP-1001660005649-B-D01.dcc","DSP-1001660005649-B-D02.dcc","DSP-1001660005649-B-D03.dcc","DSP-1001660005649-B-D04.dcc","DSP-1001660005649-B-D05.dcc","DSP-1001660005649-B-D07.dcc","DSP-1001660005649-B-E09.dcc","DSP-1001660005649-B-E12.dcc","DSP-1001660005649-B-F01.dcc","DSP-1001660005649-B-F02.dcc","DSP-1001660005649-B-F05.dcc","DSP-1001660005649-B-F07.dcc","DSP-1001660005649-B-F09.dcc","DSP-1001660005649-B-F11.dcc","DSP-1001660005649-B-F12.dcc","DSP-1001660005649-B-G01.dcc","DSP-1001660005649-B-G03.dcc","DSP-1001660005649-B-G06.dcc","DSP-1001660005649-B-G07.dcc","DSP-1001660005649-B-G08.dcc","DSP-1001660005649-B-G11.dcc","DSP-1001660005649-B-H01.dcc","DSP-1001660005649-B-H02.dcc","DSP-1001660005649-B-H05.dcc","DSP-1001660005649-B-H06.dcc","DSP-1001660005649-B-H08.dcc","DSP-1001660005649-B-H09.dcc","DSP-1001660005649-B-H12.dcc","DSP-1001660012098-D-A02.dcc","DSP-1001660012098-D-A03.dcc","DSP-1001660012098-D-A06.dcc","DSP-1001660012098-D-A09.dcc","DSP-1001660012098-D-B02.dcc","DSP-1001660012098-D-B03.dcc","DSP-1001660012099-C-E02.dcc","DSP-1001660012099-C-E03.dcc","DSP-1001660012099-C-E04.dcc","DSP-1001660012099-C-E05.dcc","DSP-1001660012099-C-E06.dcc","DSP-1001660012099-C-E07.dcc","DSP-1001660012099-C-E08.dcc","DSP-1001660012099-C-E09.dcc","DSP-1001660012099-C-E10.dcc","DSP-1001660012099-C-E11.dcc","DSP-1001660012099-C-F02.dcc","DSP-1001660012099-C-F03.dcc","DSP-1001660012099-C-F06.dcc","DSP-1001660012099-C-F07.dcc","DSP-1001660012099-C-F08.dcc","DSP-1001660012099-C-F09.dcc","DSP-1001660012099-C-F10.dcc","DSP-1001660012099-C-F11.dcc","DSP-1001660012099-C-G01.dcc","DSP-1001660012099-C-G02.dcc","DSP-1001660012099-C-G03.dcc","DSP-1001660012099-C-G04.dcc","DSP-1001660012099-C-G05.dcc","DSP-1001660012099-C-G06.dcc","DSP-1001660012099-C-G09.dcc","DSP-1001660012099-C-G12.dcc","DSP-1001660012099-C-H07.dcc"
"RCSD1",2,2,0,1,1,2,1,0,3,0,1,2,1,1,3,4,0,2,1,1,0,1,3,4,1,4,3,0,4,4,7,1,1,2,4,1,0,1,15,6,6,5,13,4,1,3,3,12,7,7,2,0,13,9,12,0,8,2,3,5,8,6,8,17,6,13,5,4,1,8,9,19,4,2,17,0,5,5,6,3,11,5,3,9,17,9,3,4,2,10,8,11,1
"NACC1",0,7,2,4,3,1,3,0,2,4,9,7,0,1,4,3,1,2,1,1,0,0,1,1,11,6,9,3,3,15,28,1,1,3,17,3,1,1,6,2,2,0,8,0,2,4,4,5,3,0,3,0,19,13,4,5,7,12,4,1,1,2,25,11,4,3,3,8,3,3,13,6,49,2,3,6,8,7,4,12,5,2,11,18,8,7,6,6,3,10,12,4,2
"MED8",0,0,3,0,2,0,3,1,3,0,0,3,1,3,0,3,3,1,3,1,1,0,3,3,4,3,9,1,2,3,5,0,0,2,2,1,3,0,3,5,1,1,3,3,3,7,5,5,4,3,0,1,4,15,5,2,7,8,2,3,1,4,5,11,5,6,1,1,3,1,10,9,23,1,10,2,8,15,4,8,9,1,5,22,2,3,4,2,3,2,8,6,0
"LARP4",1,3,0,1,2,1,5,1,2,0,1,3,0,0,7,4,1,1,4,1,1,0,0,2,6,2,6,5,5,4,13,2,0,0,9,2,2,2,5,0,1,1,5,0,4,7,3,8,3,2,2,1,7,14,9,4,10,6,4,3,1,5,8,13,1,2,4,1,5,2,10,6,45,2,4,2,8,15,2,7,4,4,8,12,10,5,2,0,3,8,5,4,2
"MAL2",22,27,1,1,8,18,8,4,9,1,12,48,6,1,31,1,0,3,8,1,10,0,3,1,52,18,29,12,2,54,55,2,6,0,27,21,17,6,5,12,1,1,4,2,68,12,8,1,2,4,0,8,19,183,0,8,2,23,6,2,1,2,44,1,10,3,3,12,3,3,74,29,353,3,8,3,6,211,8,28,5,9,41,58,13,10,5,13,5,20,24,3,1
"FMNL2",2,2,1,0,1,1,0,0,4,0,3,2,4,3,2,1,0,2,1,2,2,2,1,2,5,1,12,4,5,1,2,0,3,6,1,3,1,2,4,5,3,0,10,2,6,0,2,2,5,3,1,2,6,14,15,0,1,1,4,3,4,0,7,12,10,3,5,4,3,4,9,12,4,4,7,1,13,6,1,10,5,6,6,10,11,5,7,4,1,3,7,7,5
"LENG8",6,3,1,6,2,9,8,1,6,8,8,10,5,4,2,1,9,11,4,5,5,6,2,6,26,6,16,8,16,14,21,8,5,12,14,16,1,9,27,10,14,4,25,2,34,6,14,24,15,12,11,8,37,82,21,12,15,13,20,7,11,5,52,29,32,29,8,15,2,11,27,27,36,4,25,11,32,17,8,18,18,12,12,70,20,16,13,9,11,28,7,18,2
"TMEM123",3,4,0,5,1,5,8,1,7,2,9,4,1,2,6,1,3,3,1,2,5,0,3,4,11,3,22,5,4,12,8,2,2,2,5,11,2,3,5,4,10,4,3,2,9,19,9,5,6,5,8,13,4,15,15,6,9,27,7,4,14,7,15,27,16,12,7,8,2,8,20,8,71,6,8,7,9,47,9,14,11,2,22,10,7,15,13,5,3,8,11,4,1
"PCMTD1",6,1,3,0,2,4,3,2,1,2,7,9,0,1,2,1,2,4,1,2,1,2,5,2,6,9,6,13,1,4,8,0,2,1,4,3,1,2,5,2,3,2,11,2,16,7,5,4,8,4,6,6,10,20,17,6,4,4,3,3,5,1,28,7,14,6,0,2,5,9,8,9,28,0,4,3,5,8,3,4,6,4,6,11,6,1,4,2,5,10,8,5,1
"GBP5",0,0,0,4,1,2,3,0,1,2,2,3,1,3,0,0,0,1,0,2,0,2,1,7,3,5,5,1,5,5,1,2,2,3,1,0,4,1,6,2,14,7,2,1,7,3,0,14,2,1,15,1,6,6,19,1,9,4,3,3,68,3,3,28,1,26,5,6,4,2,3,3,3,1,3,1,3,6,4,3,11,3,1,3,7,2,6,3,2,8,5,11,1
"DNTTIP1",2,0,1,1,1,1,5,0,0,0,2,6,2,0,1,0,2,2,3,3,1,0,1,2,5,10,5,0,5,12,24,1,1,0,16,3,0,3,3,2,3,1,4,3,4,3,2,6,3,1,2,8,13,12,5,1,5,2,8,2,2,4,14,2,3,3,2,4,1,5,8,6,20,1,5,1,29,6,3,4,7,7,4,8,2,6,3,2,3,6,6,2,1
"NIBAN1",4,2,0,4,1,0,3,2,4,0,1,0,1,0,0,2,1,3,0,3,0,3,2,8,2,10,5,1,3,3,11,3,0,5,7,3,1,1,8,1,2,3,8,1,4,6,3,4,7,1,3,3,10,6,8,1,0,7,8,2,4,3,29,12,8,5,3,2,2,4,0,3,3,4,3,2,3,3,4,2,9,0,3,6,8,4,1,0,2,6,11,7,1
"CDK10",2,3,0,0,1,2,2,0,5,0,2,5,0,2,3,5,1,1,1,0,1,0,0,1,4,4,4,3,4,7,15,4,0,1,9,5,0,1,1,2,1,1,4,0,4,6,1,1,4,3,1,1,6,14,3,2,1,2,3,3,2,1,4,2,4,2,2,1,2,6,5,9,14,7,3,4,6,7,2,3,4,2,4,6,2,1,1,5,5,4,3,5,3
"ANKRD30A",1,6,1,19,5,28,14,1,3,1,4,41,1,1,22,0,0,1,5,0,4,1,1,2,166,1,2,1,2,241,1,1,0,3,2,58,78,0,1,1,0,0,16,1,4,0,1,2,1,2,1,0,39,6,1,0,0,0,3,1,1,0,105,2,2,3,7,2,4,1,158,5,11,6,1,12,12,6,4,4,4,0,24,49,60,2,26,1,119,37,5,0,1
"EGLN2",3,3,2,0,0,0,5,0,7,0,5,0,0,2,4,2,2,2,2,0,4,1,3,2,4,4,9,3,8,16,7,0,0,1,4,6,2,2,2,4,1,5,6,1,3,7,10,0,1,1,2,1,8,16,8,2,7,6,9,1,3,4,14,9,3,2,4,5,2,6,13,11,13,0,10,2,3,6,1,3,7,3,11,9,6,2,2,4,1,7,2,4,2
"MRPL53",4,2,1,2,2,1,0,1,1,1,0,7,2,0,1,0,4,0,1,0,6,0,1,1,4,1,7,4,3,9,8,0,2,1,6,3,2,0,8,1,1,0,9,2,5,7,0,5,2,3,2,2,6,12,3,1,11,5,5,2,4,0,10,11,5,4,2,6,5,1,7,5,14,3,5,5,5,41,1,9,7,3,10,13,6,3,3,2,4,6,4,4,1
"CCND1",4,2,1,4,2,1,22,4,7,3,8,12,0,1,2,4,6,1,4,1,3,2,0,4,2,62,0,1,7,1,247,1,2,10,134,3,0,2,24,4,5,4,8,0,7,10,4,5,12,6,1,2,9,16,2,6,2,22,96,4,2,1,8,4,2,6,15,1,1,6,46,9,80,4,4,0,5,30,10,4,8,4,20,8,15,3,2,12,12,12,9,4,1
"UBQLN1",3,2,3,4,1,2,3,1,2,2,2,5,1,3,2,3,1,2,2,2,0,1,5,1,4,12,8,2,2,14,25,1,0,2,17,3,0,3,3,1,3,2,6,0,3,4,3,8,2,2,1,3,9,16,6,1,4,2,2,5,5,1,16,11,1,5,3,3,2,5,12,6,18,4,1,0,6,8,4,6,8,3,5,9,5,4,2,3,4,8,6,3,0
"ANKH",1,2,7,1,0,1,1,4,1,1,3,3,1,2,0,0,1,2,0,2,2,2,3,0,3,4,9,4,2,3,8,2,1,4,2,2,3,1,3,5,5,4,6,0,8,0,6,3,6,7,1,1,8,27,7,6,5,4,6,3,3,4,4,8,3,4,4,8,7,5,7,10,1,2,5,2,6,5,2,7,10,15,5,9,4,10,7,3,3,4,11,4,6
"FKBP2",2,1,2,14,1,2,3,2,2,2,9,8,3,0,2,2,2,4,2,4,0,3,3,1,10,4,10,2,1,12,11,1,1,3,5,9,1,0,6,5,7,0,8,3,10,5,8,29,4,10,3,10,6,21,15,4,21,3,1,3,5,5,15,18,13,5,1,2,7,1,15,12,58,2,2,2,9,17,2,8,2,21,12,10,9,2,8,10,2,11,10,2,3
"DUSP4",3,1,2,1,0,3,6,5,2,1,6,12,1,0,12,0,0,1,0,1,2,1,0,4,4,13,34,1,2,4,48,1,1,3,27,3,2,3,5,2,4,2,25,0,13,10,1,3,5,0,2,5,75,48,0,0,2,19,8,2,3,4,108,3,0,9,6,2,2,2,12,7,15,4,1,5,5,13,5,3,5,1,20,26,6,5,7,5,8,6,3,2,1
"GIT2",4,2,1,4,2,4,6,0,1,5,5,3,0,3,5,4,1,3,1,2,0,1,1,4,13,23,28,4,10,9,73,8,1,0,35,7,3,7,7,7,3,2,9,1,8,10,3,10,2,1,4,2,9,107,9,11,4,5,9,5,3,8,20,17,7,4,7,8,6,6,21,17,25,6,8,3,10,10,3,10,14,10,11,9,11,5,8,4,5,15,7,3,1
"NAA15",2,4,1,3,0,4,0,3,0,2,7,7,2,0,2,1,1,3,1,1,0,2,1,0,6,3,15,1,3,10,14,0,5,1,7,3,1,3,7,3,3,0,5,1,6,6,3,4,6,3,1,0,6,16,8,3,7,7,3,7,6,4,7,7,3,11,4,3,1,5,11,10,11,1,35,2,3,11,1,7,4,3,10,9,5,3,5,5,6,6,6,4,0
"PI4KA",3,3,5,1,1,2,4,0,3,0,2,10,0,3,4,1,0,0,2,1,4,0,4,3,8,1,10,3,8,4,14,1,1,1,5,5,0,1,3,2,0,0,10,0,3,1,3,4,2,2,3,0,11,16,2,3,1,8,4,4,5,3,17,10,2,12,1,3,5,6,9,11,18,0,3,2,2,9,2,12,8,6,5,8,6,7,2,3,4,7,3,4,0
"TSR2",2,4,0,3,1,3,2,0,1,1,6,4,2,2,2,1,1,2,1,1,1,1,2,0,5,3,18,3,3,5,11,0,2,0,5,3,0,2,3,1,2,1,3,3,4,3,4,12,3,0,1,2,11,9,4,3,1,3,5,3,1,1,16,7,1,3,2,2,1,1,8,9,30,2,2,3,1,12,4,3,5,8,5,9,5,2,3,6,3,4,3,1,0
"DNAJB6",6,4,2,4,2,3,12,2,1,0,3,5,3,2,3,2,2,1,0,3,5,2,12,7,8,13,8,16,6,10,23,0,4,2,11,4,2,1,10,8,9,3,9,8,10,6,8,10,9,3,4,6,10,31,8,9,10,8,8,2,2,8,17,18,13,11,5,5,4,5,17,10,33,3,14,3,12,16,5,15,9,5,17,16,18,14,6,6,6,10,3,7,2
"ADGRE5",2,4,2,1,1,2,1,1,2,0,3,4,1,1,1,3,1,4,0,1,0,4,1,8,5,1,11,4,3,4,6,4,4,1,5,6,2,2,6,4,5,3,4,0,1,3,3,17,5,5,4,2,9,10,13,1,14,0,5,6,11,10,4,22,6,13,5,2,3,8,6,8,3,3,4,4,7,10,4,6,9,2,4,5,7,7,4,3,5,7,7,8,2
"SLC36A1",1,7,0,1,1,2,3,0,0,0,5,8,0,2,2,1,1,4,0,0,2,1,0,3,10,4,8,2,5,2,13,1,0,3,5,2,2,2,4,5,5,3,4,2,8,5,3,4,3,5,3,4,10,24,5,6,5,2,5,4,7,5,13,11,5,3,8,5,5,2,13,9,12,2,3,2,7,3,1,7,13,8,7,10,9,3,5,6,3,8,8,12,0
"SCAMP4",3,7,2,1,0,3,1,0,2,0,0,7,1,4,3,1,1,2,1,1,1,0,5,0,8,2,2,1,3,9,6,0,3,4,6,4,1,0,3,4,2,2,7,0,6,5,6,5,3,0,1,0,8,5,7,4,1,9,6,3,1,1,14,6,8,2,2,3,2,3,7,14,21,1,4,0,2,13,6,3,5,3,7,29,6,3,2,0,2,8,8,6,1
"TUBA3D",11,9,3,5,2,3,6,2,3,7,10,8,8,7,3,3,2,3,1,5,6,1,2,3,8,9,23,8,7,26,14,3,3,4,11,5,6,2,10,6,11,7,5,5,13,1,11,4,6,7,9,6,9,49,8,5,15,3,8,4,10,13,10,15,15,3,8,18,8,4,8,9,13,8,9,3,6,9,8,21,20,5,14,14,8,10,14,9,7,4,8,13,8
"S100A16",7,1,1,4,1,20,13,3,4,1,10,25,0,0,24,5,5,4,4,4,3,1,1,2,5,12,49,1,8,7,70,1,0,4,31,3,4,4,12,10,6,2,19,4,8,10,5,4,9,3,0,18,43,19,6,7,7,24,34,4,8,4,60,12,9,7,3,4,4,7,66,16,66,11,15,19,11,132,2,17,18,2,68,38,14,13,26,5,11,15,35,10,5
"PTP4A2",5,9,8,12,2,7,24,3,12,7,17,23,2,6,19,7,14,12,1,2,4,10,16,23,32,32,58,10,9,42,90,6,1,6,34,22,4,13,22,19,17,9,33,6,19,27,14,48,15,17,12,19,33,59,48,9,37,53,27,6,20,23,88,69,20,45,15,4,9,17,82,27,296,11,30,16,29,31,9,15,26,19,59,63,32,32,26,21,11,49,24,28,5
"GNAS",29,21,12,8,15,25,22,8,31,10,16,80,12,19,30,13,20,11,11,13,14,6,54,13,83,162,138,82,19,128,704,14,17,17,339,51,20,19,24,20,24,26,64,32,50,57,36,70,20,20,14,49,77,172,68,27,84,79,49,19,38,28,147,122,60,65,25,24,20,36,56,90,240,31,52,21,48,311,11,79,37,17,97,115,46,40,55,47,36,81,83,41,9
"CAPS",4,8,2,2,2,7,11,3,5,0,2,8,2,1,2,1,2,1,0,0,1,1,5,2,4,6,27,5,2,2,20,1,0,1,11,0,1,4,2,1,2,2,5,1,7,7,25,3,2,4,1,10,6,22,3,7,2,11,11,2,0,3,12,5,60,3,7,6,4,2,16,4,32,1,9,3,11,14,6,5,5,2,5,10,8,9,3,37,5,14,6,3,6
"ATRAID",2,6,3,1,2,0,4,2,4,2,10,9,1,0,2,4,3,3,4,2,1,0,4,0,17,15,22,8,5,17,13,1,0,1,8,4,1,2,1,4,4,4,5,3,4,9,5,18,7,4,3,6,19,13,13,3,16,16,5,3,7,3,28,15,6,6,3,3,2,7,13,12,23,2,8,3,4,24,5,7,8,8,28,20,11,5,3,6,4,9,11,5,1
"DDX39B",8,12,3,2,5,6,5,2,8,4,10,28,2,3,11,2,6,13,6,3,7,5,15,11,32,22,28,17,12,37,42,4,8,7,27,26,8,4,13,12,5,7,19,1,17,27,19,14,14,15,7,5,32,50,7,12,10,35,13,2,12,13,36,19,26,13,5,16,9,12,52,22,117,5,26,3,32,20,9,28,10,13,18,42,20,33,21,9,17,50,12,15,6
"SAMD10",0,0,1,0,0,1,1,0,0,0,2,4,0,1,2,1,1,0,1,1,2,0,3,0,8,1,2,2,4,9,6,3,1,0,5,4,0,1,5,1,2,2,4,3,2,6,2,6,4,2,1,1,3,11,3,3,2,6,4,2,4,2,12,9,2,5,3,3,0,1,8,5,11,0,2,0,4,5,1,5,5,1,3,12,5,2,2,1,6,7,1,2,4
"CDKN2AIPNL",2,3,1,1,0,0,3,0,2,1,0,5,0,1,0,0,1,2,2,2,1,0,2,0,5,1,5,1,4,4,17,1,0,2,8,0,4,1,22,4,4,3,4,1,3,2,5,5,2,2,2,1,5,16,3,3,8,8,3,1,1,1,11,9,1,3,2,15,2,3,11,10,14,2,1,5,2,4,1,0,5,1,5,5,5,3,1,5,6,8,4,5,0
"DTD2",1,5,1,1,1,1,1,0,1,1,2,1,1,0,5,2,0,1,0,0,0,0,3,0,9,2,8,1,3,9,8,4,0,0,3,4,3,1,2,4,3,3,3,1,5,4,2,5,4,1,1,1,5,12,5,0,7,5,1,2,2,6,15,9,1,1,1,1,1,2,5,6,12,2,5,15,0,5,0,3,9,4,9,11,6,4,23,2,5,4,5,2,2
"SLC35A4",2,5,1,1,0,1,2,1,2,2,0,5,0,1,3,1,3,1,1,1,1,1,5,1,6,5,7,2,4,9,19,1,1,4,4,0,2,1,3,4,3,1,4,2,4,7,5,5,3,2,1,3,7,16,9,1,3,6,4,3,5,3,14,9,3,7,4,3,3,3,9,11,33,1,9,5,7,10,3,3,6,4,7,8,6,3,2,5,5,4,4,7,1
"DYNLL2",8,6,0,2,3,12,4,4,3,6,9,15,2,3,10,1,5,3,2,4,8,1,13,1,8,10,33,2,6,39,35,4,0,3,21,9,4,5,5,7,2,7,15,2,14,9,4,6,3,7,3,5,27,28,9,4,4,10,8,5,2,2,36,16,7,12,3,2,4,9,26,13,25,2,9,1,8,15,5,5,5,6,65,19,9,8,3,11,12,15,11,6,0
"PRRC2A",5,4,2,6,2,1,8,0,2,1,3,14,3,3,4,2,2,4,3,2,4,1,6,5,18,6,15,11,8,45,31,1,2,8,24,16,4,2,4,5,7,0,12,3,4,5,10,14,2,4,7,0,14,34,4,8,11,20,11,6,7,3,28,12,5,7,3,5,3,14,24,21,46,3,18,7,14,19,1,18,10,8,13,16,15,15,12,11,3,19,5,6,2
"SRXN1",0,2,0,2,4,3,6,0,2,1,6,7,2,1,2,0,3,1,0,0,1,0,2,3,3,7,5,2,5,9,14,1,0,1,12,3,1,0,1,1,1,0,11,0,2,4,1,4,2,0,1,3,11,17,0,0,5,6,2,3,1,0,18,6,3,0,1,2,2,4,13,4,12,1,6,7,1,6,1,6,8,0,8,9,8,8,7,3,3,3,4,3,0
"ROMO1",6,7,1,5,5,8,4,1,4,2,15,4,6,2,7,3,1,8,3,3,4,1,4,2,19,9,21,2,8,22,66,2,0,1,21,16,2,1,10,5,11,8,11,1,10,9,13,18,5,7,3,7,25,39,6,1,16,9,11,5,10,6,33,15,13,9,10,15,14,8,20,14,41,2,13,11,8,33,7,24,16,9,22,22,13,6,21,10,8,13,9,9,7
"ZSWIM3",5,2,1,3,1,0,3,3,1,2,5,5,0,0,1,0,2,2,0,3,5,1,0,3,6,5,14,1,0,5,11,3,1,3,5,7,0,1,3,1,1,1,2,0,7,1,2,3,6,3,2,3,4,27,4,6,2,4,1,2,5,1,5,4,1,5,1,0,5,1,8,7,13,2,0,4,4,4,3,3,7,3,5,4,2,3,5,8,4,7,3,5,1
"FAM210B",1,11,2,1,0,3,5,0,2,1,3,14,0,3,3,2,1,2,0,5,1,1,2,2,33,5,13,8,5,53,22,0,1,2,14,9,2,4,2,5,5,6,10,5,8,25,8,3,3,1,4,9,16,46,11,3,3,32,10,1,3,5,44,7,18,2,2,8,6,4,12,15,43,0,16,6,11,49,2,5,8,3,15,25,9,15,11,8,9,11,16,4,0
"SPSB3",2,1,0,0,2,1,4,1,1,0,1,8,5,2,2,0,0,2,1,1,3,0,1,3,2,3,39,1,0,3,10,4,0,2,6,2,2,1,1,0,1,0,8,1,7,5,2,1,3,1,1,2,6,24,5,2,3,6,2,1,6,3,11,1,1,7,1,3,3,2,8,6,21,0,3,3,2,7,1,4,3,4,4,13,8,4,3,2,4,10,4,3,2
"DGUOK",4,3,1,0,0,0,2,0,1,3,9,2,0,1,2,2,0,0,2,2,1,0,3,5,5,5,8,2,4,9,11,1,1,2,4,4,0,0,3,3,4,5,24,4,2,6,8,5,1,1,3,1,8,8,7,2,9,14,8,3,3,2,12,11,4,4,1,7,2,5,7,3,21,1,6,5,7,12,2,5,9,7,5,17,8,8,4,2,1,12,6,5,1
"PTPRC",0,1,2,1,2,1,1,0,1,0,7,1,1,3,1,2,0,3,0,1,1,1,1,4,5,3,8,1,2,3,3,4,2,2,2,8,0,1,22,6,12,6,9,0,7,5,2,19,8,13,9,2,9,18,15,4,8,6,12,5,21,7,17,35,4,24,8,4,4,4,6,13,1,4,4,0,4,7,7,3,17,7,3,5,8,3,3,1,3,11,5,13,1
"DCBLD2",0,3,3,1,2,0,2,3,1,0,0,1,1,1,0,0,6,1,2,1,1,0,3,3,2,7,6,1,12,6,47,4,1,5,14,1,1,4,3,0,4,2,5,2,4,2,4,3,3,4,2,5,6,12,3,1,1,6,3,2,5,2,4,11,7,5,0,2,4,8,8,5,0,2,4,7,4,1,2,5,7,5,6,4,6,3,6,5,0,3,6,4,0
"WAC",1,5,1,5,6,9,6,2,5,1,6,11,3,1,5,8,2,3,2,3,2,2,8,3,11,11,25,15,6,19,29,3,1,8,17,3,2,5,14,7,7,5,12,5,9,11,4,8,4,13,11,7,23,37,13,9,17,17,10,5,16,11,32,32,10,15,8,8,8,4,25,19,49,4,21,3,11,31,6,19,8,5,16,21,19,14,15,7,13,15,8,17,5
"COLEC12",0,1,1,1,0,1,1,0,0,0,1,1,0,6,0,3,1,2,1,2,1,3,2,3,8,3,3,2,0,23,2,0,0,1,2,5,0,1,1,2,2,2,9,0,3,0,3,1,6,8,1,1,7,7,4,8,7,0,1,8,2,7,6,1,5,2,3,2,0,5,4,1,10,2,6,2,5,1,6,2,2,14,8,2,2,1,2,1,2,5,1,2,2
"PRRC1",1,3,2,2,1,2,2,0,0,2,1,7,0,2,1,0,1,2,1,2,1,3,2,1,2,3,10,10,2,7,11,1,2,0,6,5,2,1,0,6,4,5,6,1,6,9,9,10,3,1,2,7,11,19,5,4,6,10,1,8,2,7,22,6,7,6,8,5,3,4,13,11,20,1,5,7,6,17,6,3,2,2,12,15,4,3,11,4,5,10,4,4,1
"CREB3L4",1,5,0,3,2,5,4,1,2,0,2,2,0,0,6,1,0,2,2,1,1,2,0,0,7,0,1,1,1,10,3,1,2,1,7,2,4,0,2,4,0,1,11,0,2,4,2,0,0,1,2,1,12,16,4,0,3,10,3,0,0,1,25,1,0,2,1,3,1,1,9,5,27,1,35,1,4,5,4,0,6,3,7,12,2,3,0,2,5,6,5,0,3
"LRPPRC",3,2,1,3,3,4,7,0,0,2,1,6,0,1,3,3,1,0,0,2,2,1,2,1,11,2,9,3,6,14,12,2,0,1,9,9,2,2,5,0,1,2,8,1,7,8,7,8,4,6,2,2,13,9,6,4,5,6,3,3,2,3,18,11,7,12,9,3,4,3,15,9,20,2,9,2,6,15,3,3,13,3,12,20,11,6,1,8,1,6,6,2,2
"MYOF",1,2,1,1,0,1,4,1,5,4,1,2,1,1,0,2,1,1,1,0,1,2,2,1,2,6,3,2,10,2,4,0,0,8,1,2,1,0,4,0,5,1,3,3,4,3,8,2,0,7,1,3,6,17,5,7,4,7,6,5,4,5,7,7,3,5,3,1,2,5,15,10,8,1,7,2,9,8,1,4,9,4,10,8,8,0,4,4,4,17,6,4,1
"YTHDC1",4,1,0,1,2,1,1,1,1,2,4,3,4,1,2,1,1,1,1,1,3,2,4,2,8,3,11,3,1,13,9,3,0,0,7,3,0,3,9,5,5,4,10,1,13,2,4,11,4,7,2,5,12,20,6,3,4,4,5,2,5,2,18,9,4,13,1,4,3,6,15,15,23,2,5,2,9,7,6,6,5,8,12,13,8,4,6,6,6,10,6,6,1
"RAVER1",0,5,1,0,0,3,1,2,0,0,0,4,1,1,3,1,0,0,1,0,3,3,0,3,6,7,5,3,1,7,11,1,1,4,9,5,2,1,3,2,2,0,4,2,5,2,4,9,1,2,1,0,6,11,4,1,6,3,5,1,2,1,10,5,4,5,3,4,0,1,6,4,6,2,3,6,4,9,3,5,8,2,3,5,3,3,1,4,2,6,2,7,2
"TTC14",2,1,1,3,1,0,2,0,2,2,2,3,2,1,1,0,1,5,2,2,1,0,2,7,10,4,4,3,5,9,7,1,4,1,3,4,0,1,8,2,4,4,7,0,7,4,5,7,3,4,3,1,15,14,10,5,3,4,3,2,4,2,23,7,4,7,3,4,6,5,2,8,24,0,5,1,8,2,3,8,4,4,5,12,5,5,8,3,6,15,5,5,2
"ZFP82",12,3,8,2,3,2,1,3,0,4,6,4,3,3,3,0,4,10,0,6,2,0,4,3,9,6,13,8,4,16,7,5,1,2,11,11,3,1,9,4,11,5,6,4,9,2,4,9,2,1,2,6,8,26,7,4,9,8,3,7,9,7,11,6,3,7,5,3,5,8,7,4,10,7,4,10,6,7,10,5,5,6,13,6,8,5,11,1,4,6,10,4,4
"NEK7",2,1,0,1,1,3,6,0,2,0,3,4,0,3,6,1,0,3,0,3,3,1,5,1,11,5,14,2,6,21,6,2,2,2,8,6,0,0,2,1,5,5,9,3,6,5,5,4,3,6,6,3,11,13,10,3,5,3,5,3,2,2,21,9,4,3,3,0,4,4,14,7,27,3,12,2,7,10,3,8,5,4,8,4,6,2,4,3,4,11,5,4,1
"RHOV",1,5,0,2,1,4,1,0,2,1,0,7,2,1,2,0,0,1,0,2,1,0,0,1,2,12,6,1,0,3,13,0,1,0,9,3,0,0,6,1,3,2,3,0,12,0,3,5,3,1,0,1,9,27,2,4,0,6,1,1,3,0,14,3,1,2,0,2,1,0,8,9,13,2,1,5,3,5,0,5,2,4,5,11,2,2,12,2,3,3,1,4,1
"URI1",3,9,0,1,1,6,3,2,1,0,5,16,1,2,9,1,1,3,2,1,5,0,6,2,16,6,13,8,2,27,12,3,5,1,5,9,7,3,14,3,5,7,14,2,9,8,5,16,5,3,2,2,12,19,11,3,14,17,5,1,1,10,24,17,11,10,6,12,3,5,9,35,48,1,16,5,4,29,3,14,8,5,12,47,6,11,12,14,9,13,13,9,2
